MUNICIPIO,GEOCODIGO,UF,MICROREGIAO,MESOREGIAO,NOME_UF,Município (ANA),COD_ANA,RESERVATORIO,TIPO DE MANANCIAL,TIPO DE SISTEMA,NOME DO SISTEMA
CALDEIRÃO GRANDE DO PIAUÍ,2202091,PI,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,Caldeirão Grande do Piauí,Não_monitorado,Poços Caldeirão Grande do Piauí,Subterrâneo,Isolado,Caldeirão Grande do Piauí
CAMPINAS DO PIAUÍ,2202109,PI,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,Campinas do Piauí,Não_monitorado,Poços Campinas do Piauí,Subterrâneo,Isolado,Campinas do Piauí
CAMPO ALEGRE DO FIDALGO,2202117,PI,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,Campo Alegre do Fidalgo,Não_monitorado,Poços Campo Alegre do Fidalgo,Subterrâneo,Isolado,Campo Alegre do Fidalgo
CAMPO GRANDE DO PIAUÍ,2202133,PI,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,Campo Grande do Piauí,Não_monitorado,Poços Campo Grande do Piauí,Subterrâneo,Isolado,Campo Grande do Piauí
CANAVIEIRA,2202251,PI,FLORIANO,SUDOESTE PIAUIENSE,PIAUÍ,Canavieira,Não_monitorado,Poços Canavieira,Subterrâneo,Isolado,Canavieira
CANTO DO BURITI,2202307,PI,SÃO RAIMUNDO NONATO,SUDOESTE PIAUIENSE,PIAUÍ,Canto do Buriti,Não_monitorado,Poços Canto do Buriti,Subterrâneo,Isolado,Canto do Buriti
CAPITÃO GERVÁSIO OLIVEIRA,2202455,PI,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,Capitão Gervásio Oliveira,Não_monitorado,Poços Capitão Gervásio Oliveira,Subterrâneo,Isolado,Capitão Gervásio Oliveira
CARACOL,2202505,PI,SÃO RAIMUNDO NONATO,SUDOESTE PIAUIENSE,PIAUÍ,Caracol,Não_monitorado,Poços Caracol,Subterrâneo,Isolado,Caracol
CARIDADE DO PIAUÍ,2202554,PI,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,Caridade do Piauí,2766,Barragem Poço Marruá,Superficial,Integrado,Adutora Poço de Marruá Novo
CASTELO DO PIAUÍ,2202604,PI,CAMPO MAIOR,CENTRO-NORTE PIAUIENSE,PIAUÍ,Castelo do Piauí,Não_monitorado,Poços Castelo do Piauí,Subterrâneo,Isolado,Castelo do Piauí
COLÔNIA DO GURGUÉIA,2202752,PI,BERTOLÍNIA,SUDOESTE PIAUIENSE,PIAUÍ,Colônia do Gurguéia,Não_monitorado,Poços Colônia do Gurguéia,Subterrâneo,Isolado,Colônia do Gurguéia
COLÔNIA DO PIAUÍ,2202778,PI,PICOS,SUDESTE PIAUIENSE,PIAUÍ,Colônia do Piauí,Não_monitorado,Poços Colônia do Piauí,Subterrâneo,Isolado,Colônia do Piauí
CONCEIÇÃO DO CANINDÉ,2202802,PI,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,Conceição do Canindé,Não_monitorado,Poços Conceição do Canindé,Subterrâneo,Isolado,Conceição do Canindé
CORONEL JOSÉ DIAS,2202851,PI,SÃO RAIMUNDO NONATO,SUDOESTE PIAUIENSE,PIAUÍ,Coronel José Dias,12327,Barragem Petrônio Portela,Superficial,Integrado,Integrado Garrincho
CRISTINO CASTRO,2203107,PI,ALTO MÉDIO GURGUÉIA,SUDOESTE PIAUIENSE,PIAUÍ,Cristino Castro,Não_monitorado,Poços Cristino Castro,Subterrâneo,Isolado,Cristino Castro
CURIMATÁ,2203206,PI,CHAPADAS DO EXTREMO SUL PIAUIENSE,SUDOESTE PIAUIENSE,PIAUÍ,Curimatá,Não_monitorado,Barragem Vereda da Cruz,Superficial,Isolado,Curimatá 1
CURIMATÁ,2203206,PI,CHAPADAS DO EXTREMO SUL PIAUIENSE,SUDOESTE PIAUIENSE,PIAUÍ,Curimatá,Não_monitorado,Fonte Sertão,Subterrâneo,Isolado,Curimatá 2
CURRAIS,2203230,PI,ALTO MÉDIO GURGUÉIA,SUDOESTE PIAUIENSE,PIAUÍ,Currais,Não_monitorado,Poço Currais,Subterrâneo,Isolado,Currais
CURRAL NOVO DO PIAUÍ,2203271,PI,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,Curral Novo do Piauí,2766,Barragem Poço Marruá,Superficial,Integrado,Adutora Poço de Marruá Novo
DIRCEU ARCOVERDE,2203354,PI,SÃO RAIMUNDO NONATO,SUDOESTE PIAUIENSE,PIAUÍ,Dirceu Arcoverde,12327,Barragem Petrônio Portela,Superficial,Integrado,Integrado Garrincho
DOM EXPEDITO LOPES,2203404,PI,PICOS,SUDESTE PIAUIENSE,PIAUÍ,Dom Expedito Lopes,Não_monitorado,Poços Dom Expedito Lopes,Subterrâneo,Isolado,Dom Expedito Lopes
DOM INOCĘNCIO,2203453,PI,SÃO RAIMUNDO NONATO,SUDOESTE PIAUIENSE,PIAUÍ,Dom Inocêncio,Não_monitorado,Poço Dom Inocêncio,Subterrâneo,Isolado,Dom Inocêncio
DOMINGOS MOURÃO,2203420,PI,CAMPO MAIOR,CENTRO-NORTE PIAUIENSE,PIAUÍ,Domingos Mourão,Não_monitorado,Poço Domingos Mourão,Subterrâneo,Isolado,Domingos Mourão
ELISEU MARTINS,2203602,PI,BERTOLÍNIA,SUDOESTE PIAUIENSE,PIAUÍ,Eliseu Martins,Não_monitorado,Poços Eliseu Martins,Subterrâneo,Isolado,Eliseu Martins
FARTURA DO PIAUÍ,2203750,PI,SÃO RAIMUNDO NONATO,SUDOESTE PIAUIENSE,PIAUÍ,Fartura do Piauí,Não_monitorado,Açude Tanque de Areia,Superficial,Isolado,Fartura do Piauí
FLORES DO PIAUÍ,2203800,PI,FLORIANO,SUDOESTE PIAUIENSE,PIAUÍ,Flores do Piauí,Não_monitorado,Poço Flores do Piauí,Subterrâneo,Isolado,Flores do Piauí
FLORESTA DO PIAUÍ,2203859,PI,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,Floresta do Piauí,Não_monitorado,Poços Floresta do Piauí,Subterrâneo,Isolado,Floresta do Piauí
FRANCISCO MACEDO,2204154,PI,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,Francisco Macedo,Não_monitorado,Poço Francisco Macedo,Subterrâneo,Isolado,Francisco Macedo
FRANCISCO SANTOS,2204204,PI,PIO IX,SUDESTE PIAUIENSE,PIAUÍ,Francisco Santos,Não_monitorado,Poços Francisco Santos,Subterrâneo,Isolado,Francisco Santos
FRONTEIRAS,2204303,PI,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,Fronteiras,12044,Açude Barreiras,Superficial,Isolado,Fronteiras
GEMINIANO,2204352,PI,PICOS,SUDESTE PIAUIENSE,PIAUÍ,Geminiano,Não_monitorado,Poços Geminiano,Subterrâneo,Isolado,Geminiano
GUARIBAS,2204550,PI,SÃO RAIMUNDO NONATO,SUDOESTE PIAUIENSE,PIAUÍ,Guaribas,Não_monitorado,Guaribas Subterrâneo,Subterrâneo,Isolado,Guaribas
INHUMA,2204709,PI,VALENÇA DO PIAUÍ,CENTRO-NORTE PIAUIENSE,PIAUÍ,Inhuma,Não_monitorado,Poços Inhuma,Subterrâneo,Isolado,Inhuma
IPIRANGA DO PIAUÍ,2204808,PI,PICOS,SUDESTE PIAUIENSE,PIAUÍ,Ipiranga do Piauí,Não_monitorado,Poços Ipiranga do Piauí,Subterrâneo,Isolado,Ipiranga do Piauí
ISAÍAS COELHO,2204907,PI,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,Isaías Coelho,Não_monitorado,Poços Isaías Coelho,Subterrâneo,Isolado,Isaías Coelho
ITAINÓPOLIS,2205003,PI,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,Itainópolis,Não_monitorado,Poço Itainópolis,Subterrâneo,Isolado,Itainópolis
ITAUEIRA,2205102,PI,FLORIANO,SUDOESTE PIAUIENSE,PIAUÍ,Itaueira,Não_monitorado,Poços Itaueira,Subterrâneo,Isolado,Itaueira
JACOBINA DO PIAUÍ,2205151,PI,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,Jacobina do Piauí,2766,Barragem Poço Marruá,Superficial,Integrado,Adutora Poço de Marruá Novo
JAICÓS,2205201,PI,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,Jaicós,Não_monitorado,Açude Tiririca,Superficial,Isolado,Jaicós
JOÃO COSTA,2205359,PI,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,João Costa,Não_monitorado,Poços João Costa,Subterrâneo,Isolado,João Costa
JUAZEIRO DO PIAUÍ,2205516,PI,CAMPO MAIOR,CENTRO-NORTE PIAUIENSE,PIAUÍ,Juazeiro do Piauí,Não_monitorado,Poço Juazeiro do Piauí,Subterrâneo,Isolado,Juazeiro do Piauí
JÚLIO BORGES,2205524,PI,CHAPADAS DO EXTREMO SUL PIAUIENSE,SUDOESTE PIAUIENSE,PIAUÍ,Júlio Borges,Não_monitorado,Poço Júlio Borges,Subterrâneo,Isolado,Júlio Borges
JUREMA,2205532,PI,SÃO RAIMUNDO NONATO,SUDOESTE PIAUIENSE,PIAUÍ,Jurema,12327,Barragem Petrônio Portela,Superficial,Integrado,Integrado Garrincho
LAGOA DE SÃO FRANCISCO,2205573,PI,CAMPO MAIOR,CENTRO-NORTE PIAUIENSE,PIAUÍ,Lagoa de São Francisco,Não_monitorado,Poços Lagoa de São Francisco,Subterrâneo,Isolado,Lagoa de São Francisco
LAGOA DO BARRO DO PIAUÍ,2205565,PI,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,Lagoa do Barro do Piauí,Não_monitorado,Poços Lagoa do Barro do Piauí,Subterrâneo,Isolado,Lagoa do Barro do Piauí
LAGOA DO SÍTIO,2205599,PI,VALENÇA DO PIAUÍ,CENTRO-NORTE PIAUIENSE,PIAUÍ,Lagoa do Sítio,Não_monitorado,Poços Lagoa do Sítio,Subterrâneo,Isolado,Lagoa do Sítio
MANOEL EMÍDIO,2205904,PI,BERTOLÍNIA,SUDOESTE PIAUIENSE,PIAUÍ,Manoel Emídio,Não_monitorado,Poços Manoel Emídio,Subterrâneo,Isolado,Manoel Emídio
MARCOLÂNDIA,2205953,PI,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,Marcolândia,Não_monitorado,Poços Marcolândia,Subterrâneo,Isolado,Marcolândia
MASSAPĘ DO PIAUÍ,2206050,PI,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,Massapê do Piauí,Não_monitorado,Massapê do Piauí Subterrâneo,Subterrâneo,Isolado,Massapê do Piauí
MILTON BRANDÃO,2206357,PI,CAMPO MAIOR,CENTRO-NORTE PIAUIENSE,PIAUÍ,Milton Brandão,Não_monitorado,Poços Milton Brandão,Subterrâneo,Isolado,Milton Brandão
MONSENHOR HIPÓLITO,2206506,PI,PIO IX,SUDESTE PIAUIENSE,PIAUÍ,Monsenhor Hipólito,Não_monitorado,Poços Monsenhor Hipólito,Subterrâneo,Isolado,Monsenhor Hipólito
MORRO CABEÇA NO TEMPO,2206654,PI,CHAPADAS DO EXTREMO SUL PIAUIENSE,SUDOESTE PIAUIENSE,PIAUÍ,Morro Cabeça no Tempo,Não_monitorado,Poço Morro Cabeça no Tempo,Subterrâneo,Isolado,Morro Cabeça no Tempo
NAZARÉ DO PIAUÍ,2206704,PI,FLORIANO,SUDOESTE PIAUIENSE,PIAUÍ,Nazaré do Piauí,Não_monitorado,Poços Nazaré do Piauí,Subterrâneo,Isolado,Nazaré do Piauí
NOVA SANTA RITA,2207959,PI,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,Nova Santa Rita,Não_monitorado,Poços de Nova Santa Rita,Subterrâneo,Isolado,Nova Santa Rita
NOVO ORIENTE DO PIAUÍ,2206902,PI,VALENÇA DO PIAUÍ,CENTRO-NORTE PIAUIENSE,PIAUÍ,Novo Oriente do Piauí,Não_monitorado,Poços Novo Oriente do Piauí,Subterrâneo,Isolado,Novo Oriente do Piauí
OEIRAS,2207009,PI,PICOS,SUDESTE PIAUIENSE,PIAUÍ,Oeiras,Não_monitorado,Poços Oeiras,Subterrâneo,Isolado,Oeiras
PADRE MARCOS,2207207,PI,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,Padre Marcos,Não_monitorado,Barragem de Salgadinho (Acude Riacho do Padre),Superficial,Isolado,Padre Marcos
PAES LANDIM,2207306,PI,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,Paes Landim,Não_monitorado,Poços Paes Landim,Subterrâneo,Isolado,Paes Landim
PAJEÚ DO PIAUÍ,2207355,PI,SÃO RAIMUNDO NONATO,SUDOESTE PIAUIENSE,PIAUÍ,Pajeú do Piauí,Não_monitorado,Poços Pajeú do Piauí,Subterrâneo,Isolado,Pajeú do Piauí
PALMEIRA DO PIAUÍ,2207405,PI,ALTO MÉDIO GURGUÉIA,SUDOESTE PIAUIENSE,PIAUÍ,Palmeira do Piauí,Não_monitorado,Poços Palmeira do Piauí,Subterrâneo,Isolado,Palmeira do Piauí
PAQUETÁ,2207553,PI,PICOS,SUDESTE PIAUIENSE,PIAUÍ,Paquetá,Não_monitorado,Poços Paquetá,Subterrâneo,Isolado,Paquetá
PATOS DO PIAUÍ,2207777,PI,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,Patos do Piauí,2766,Barragem Poço Marruá,Superficial,Integrado,Adutora Poço de Marruá Novo
PAULISTANA,2207801,PI,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,Paulistana,12209,Açude Ingazeiras,Superficial,Isolado,Paulistana 1
PAULISTANA,2207801,PI,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,Paulistana,12209,Açude Ingazeiras,Superficial,Isolado,Paulistana 2
PAVUSSU,2207850,PI,FLORIANO,SUDOESTE PIAUIENSE,PIAUÍ,Pavussu,Não_monitorado,Poço Pavussu,Subterrâneo,Isolado,Pavussu
PEDRO II,2207900,PI,CAMPO MAIOR,CENTRO-NORTE PIAUIENSE,PIAUÍ,Pedro II,12237,Açude Joana,Superficial,Isolado,Pedro II
PEDRO LAURENTINO,2207934,PI,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,Pedro Laurentino,Não_monitorado,Poços Pedro Laurentino,Subterrâneo,Isolado,Pedro Laurentino
PICOS,2208007,PI,PICOS,SUDESTE PIAUIENSE,PIAUÍ,Picos,Não_monitorado,Poços(17) Picos,Subterrâneo,Isolado,Picos
PIMENTEIRAS,2208106,PI,VALENÇA DO PIAUÍ,CENTRO-NORTE PIAUIENSE,PIAUÍ,Pimenteiras,Não_monitorado,Poços Pimenteiras,Subterrâneo,Isolado,Pimenteiras
PIO IX,2208205,PI,PIO IX,SUDESTE PIAUIENSE,PIAUÍ,Pio IX,Não_monitorado,Pio IX Subterrâneo,Subterrâneo,Isolado,Pio IX 2
PIO IX,2208205,PI,PIO IX,SUDESTE PIAUIENSE,PIAUÍ,Pio IX,12088,Represa Cajazeiras,Superficial,Isolado,Pio IX 1
PIRACURUCA,2208304,PI,LITORAL PIAUIENSE,NORTE PIAUIENSE,PIAUÍ,Piracuruca,Não_monitorado,Rio Piracuruca,Superficial,Isolado,Piracuruca
QUEIMADA NOVA,2208650,PI,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,Queimada Nova,,,,Isolado,Queimada Nova - Sem Sistema de Abastecimento de Água
REDENÇÃO DO GURGUÉIA,2208700,PI,ALTO MÉDIO GURGUÉIA,SUDOESTE PIAUIENSE,PIAUÍ,Redenção do Gurguéia,Não_monitorado,Poços Redenção do Gurguéia,Subterrâneo,Isolado,Redenção do Gurguéia
RIBEIRA DO PIAUÍ,2208874,PI,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,Ribeira do Piauí,Não_monitorado,Poços Ribeira do Piauí,Subterrâneo,Isolado,Ribeira do Piauí
RIO GRANDE DO PIAUÍ,2209005,PI,FLORIANO,SUDOESTE PIAUIENSE,PIAUÍ,Rio Grande do Piauí,Não_monitorado,Poços Rio Grande do Piauí,Subterrâneo,Isolado,Rio Grande do Piauí
SANTA CRUZ DO PIAUÍ,2209104,PI,PICOS,SUDESTE PIAUIENSE,PIAUÍ,Santa Cruz do Piauí,Não_monitorado,Poços Santa Cruz do Piauí,Subterrâneo,Isolado,Santa Cruz do Piauí
SANTA CRUZ DOS MILAGRES,2209153,PI,VALENÇA DO PIAUÍ,CENTRO-NORTE PIAUIENSE,PIAUÍ,Santa Cruz dos Milagres,Não_monitorado,Poços Santa Cruz dos Milagres,Subterrâneo,Isolado,Santa Cruz dos Milagres
SANTA LUZ,2209302,PI,ALTO MÉDIO GURGUÉIA,SUDOESTE PIAUIENSE,PIAUÍ,Santa Luz,Não_monitorado,Poços Santa Luz,Subterrâneo,Isolado,Santa Luz
SANTA ROSA DO PIAUÍ,2209377,PI,PICOS,SUDESTE PIAUIENSE,PIAUÍ,Santa Rosa do Piauí,Não_monitorado,Poços Santa Rosa do Piauí,Subterrâneo,Isolado,Santa Rosa do Piauí
SANTANA DO PIAUÍ,2209351,PI,PICOS,SUDESTE PIAUIENSE,PIAUÍ,Santana do Piauí,Não_monitorado,Poços Santana do Piauí,Subterrâneo,Isolado,Santana do Piauí
SANTO ANTÔNIO DE LISBOA,2209401,PI,PIO IX,SUDESTE PIAUIENSE,PIAUÍ,Santo Antônio de Lisboa,Não_monitorado,Poços Santo Antônio de Lisboa,Subterrâneo,Isolado,Santo Antônio de Lisboa
SANTO INÁCIO DO PIAUÍ,2209500,PI,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,Santo Inácio do Piauí,Não_monitorado,Poços Santo Inácio do Piauí,Subterrâneo,Isolado,Santo Inácio do Piauí
SÃO BRAZ DO PIAUÍ,2209559,PI,SÃO RAIMUNDO NONATO,SUDOESTE PIAUIENSE,PIAUÍ,São Braz do Piauí,12327,Barragem Petrônio Portela,Superficial,Integrado,Integrado Garrincho
SÃO FRANCISCO DE ASSIS DO PIAUÍ,2209658,PI,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,São Francisco de Assis do Piauí,Não_monitorado,Poço São Francisco de Assis do Piauí,Subterrâneo,Isolado,São Francisco de Assis do Piauí
SÃO FRANCISCO DO PIAUÍ,2209708,PI,FLORIANO,SUDOESTE PIAUIENSE,PIAUÍ,São Francisco do Piauí,Não_monitorado,Poços São Francisco do Piauí,Subterrâneo,Isolado,São Francisco do Piauí
SÃO JOÃO DA CANABRAVA,2209856,PI,PICOS,SUDESTE PIAUIENSE,PIAUÍ,São João da Canabrava,Não_monitorado,Poço São João da Canabrava,Subterrâneo,Isolado,São João da Canabrava
SÃO JOÃO DA FRONTEIRA,2209872,PI,LITORAL PIAUIENSE,NORTE PIAUIENSE,PIAUÍ,São João da Fronteira,Não_monitorado,Poços São João da Fronteira,Subterrâneo,Isolado,São João da Fronteira
SÃO JOÃO DA SERRA,2209906,PI,CAMPO MAIOR,CENTRO-NORTE PIAUIENSE,PIAUÍ,São João da Serra,Não_monitorado,Poços São João da Serra,Subterrâneo,Isolado,São João da Serra
SÃO JOÃO DA VARJOTA,2209955,PI,PICOS,SUDESTE PIAUIENSE,PIAUÍ,São João da Varjota,Não_monitorado,Poços São João da Varjota,Subterrâneo,Isolado,São João da Varjota
SÃO JOÃO DO PIAUÍ,2210003,PI,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,São João do Piauí,Não_monitorado,Poços São João do Piauí,Subterrâneo,Isolado,São João do Piauí
SÃO JOSÉ DO DIVINO,2210052,PI,LITORAL PIAUIENSE,NORTE PIAUIENSE,PIAUÍ,São José do Divino,Não_monitorado,Poços São José do Divino,Subterrâneo,Isolado,São José do Divino
SÃO JOSÉ DO PEIXE,2210102,PI,FLORIANO,SUDOESTE PIAUIENSE,PIAUÍ,São José do Peixe,Não_monitorado,Poços São José do Peixe,Subterrâneo,Isolado,São José do Peixe
SÃO JOSÉ DO PIAUÍ,2210201,PI,PICOS,SUDESTE PIAUIENSE,PIAUÍ,São José do Piauí,Não_monitorado,Poços São José do Piauí,Subterrâneo,Isolado,São José do Piauí
SÃO JULIÃO,2210300,PI,PIO IX,SUDESTE PIAUIENSE,PIAUÍ,São Julião,Não_monitorado,Poços São Julião,Subterrâneo,Isolado,São Julião 2
SÃO JULIÃO,2210300,PI,PIO IX,SUDESTE PIAUIENSE,PIAUÍ,São Julião,Não_monitorado,São Julião Subterrâneo,Subterrâneo,Isolado,São Julião 1
SÃO LOURENÇO DO PIAUÍ,2210359,PI,SÃO RAIMUNDO NONATO,SUDOESTE PIAUIENSE,PIAUÍ,São Lourenço do Piauí,12327,Barragem Petrônio Portela,Superficial,Integrado,Integrado Garrincho
SÃO LUIS DO PIAUÍ,2210375,PI,PICOS,SUDESTE PIAUIENSE,PIAUÍ,São Luis do Piauí,Não_monitorado,Poços São Luis do Piauí,Subterrâneo,Isolado,São Luis do Piauí
SÃO MIGUEL DO FIDALGO,2210391,PI,FLORIANO,SUDOESTE PIAUIENSE,PIAUÍ,São Miguel do Fidalgo,Não_monitorado,Poços São Miguel do Fidalgo,Subterrâneo,Isolado,São Miguel do Fidalgo
SÃO MIGUEL DO TAPUIO,2210409,PI,CAMPO MAIOR,CENTRO-NORTE PIAUIENSE,PIAUÍ,São Miguel do Tapuio,Não_monitorado,Poços São Miguel do Tapuio,Subterrâneo,Isolado,São Miguel do Tapuio
SÃO RAIMUNDO NONATO,2210607,PI,SÃO RAIMUNDO NONATO,SUDOESTE PIAUIENSE,PIAUÍ,São Raimundo Nonato,12327,Barragem Petrônio Portela,Superficial,Integrado,Integrado Garrincho
SEBASTIÃO LEAL,2210631,PI,BERTOLÍNIA,SUDOESTE PIAUIENSE,PIAUÍ,Sebastião Leal,Não_monitorado,Poços Sebastião Leal,Subterrâneo,Isolado,Sebastião Leal
SIMŐES,2210706,PI,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,Simões,2766,Barragem Poço Marruá,Superficial,Integrado,Adutora Poço de Marruá Novo
SIMPLÍCIO MENDES,2210805,PI,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,Simplício Mendes,Não_monitorado,Poços Simplício Mendes,Subterrâneo,Isolado,Simplício Mendes
SOCORRO DO PIAUÍ,2210904,PI,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,Socorro do Piauí,Não_monitorado,Poços Socorro do Piauí,Subterrâneo,Isolado,Socorro do Piauí
SUSSUAPARA,2210938,PI,PICOS,SUDESTE PIAUIENSE,PIAUÍ,Sussuapara,Não_monitorado,Poços Sussuapara,Subterrâneo,Isolado,Sussuapara
TAMBORIL DO PIAUÍ,2210953,PI,SÃO RAIMUNDO NONATO,SUDOESTE PIAUIENSE,PIAUÍ,Tamboril do Piauí,Não_monitorado,Poços Tamboril do Piauí,Subterrâneo,Isolado,Tamboril do Piauí
TANQUE DO PIAUÍ,2210979,PI,PICOS,SUDESTE PIAUIENSE,PIAUÍ,Tanque do Piauí,Não_monitorado,Poços Tanque do Piauí,Subterrâneo,Isolado,Tanque do Piauí
VALENÇA DO PIAUÍ,2211308,PI,VALENÇA DO PIAUÍ,CENTRO-NORTE PIAUIENSE,PIAUÍ,Valença do Piauí,Não_monitorado,Poços Valença do Piauí,Subterrâneo,Isolado,Valença do Piauí
VÁRZEA BRANCA,2211357,PI,SÃO RAIMUNDO NONATO,SUDOESTE PIAUIENSE,PIAUÍ,Várzea Branca,12327,Barragem Petrônio Portela,Superficial,Integrado,Integrado Garrincho
VERA MENDES,2211506,PI,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,Vera Mendes,Não_monitorado,Poços Vera Mendes,Subterrâneo,Isolado,Vera Mendes
VILA NOVA DO PIAUÍ,2211605,PI,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,Vila Nova do Piauí,Não_monitorado,Poços Vila Nova do Piauí,Subterrâneo,Isolado,Vila Nova do Piauí
WALL FERRAZ,2211704,PI,PICOS,SUDESTE PIAUIENSE,PIAUÍ,Wall Ferraz,Não_monitorado,Poços Wall Ferraz,Subterrâneo,Isolado,Wall Ferraz
ACARI,2400109,RN,SERIDÓ ORIENTAL,CENTRAL POTIGUAR,RIO GRANDE DO NORTE,Acari,12271,Açude Mal. Dutra (Gargalheiras),Superficial,Integrado,Acari - Currais Novos
AÇU,2400208,RN,VALE DO AÇU,OESTE POTIGUAR,RIO GRANDE DO NORTE,Açu,Não_monitorado,Rio Açu,Superficial,Isolado,Açu
AFONSO BEZERRA,2400307,RN,ANGICOS,CENTRAL POTIGUAR,RIO GRANDE DO NORTE,Afonso Bezerra,Não_monitorado,2 Poços Afonso Bezerra,Subterrâneo,Isolado,Afonso Bezerra
ÁGUA NOVA,2400406,RN,SERRA DE SÃO MIGUEL,OESTE POTIGUAR,RIO GRANDE DO NORTE,Água Nova,Não_monitorado,01  Poço ( AMAZONAS) Água Nova,Subterrâneo,Isolado,Água Nova
ALEXANDRIA,2400505,RN,PAU DOS FERROS,OESTE POTIGUAR,RIO GRANDE DO NORTE,Alexandria,Não_monitorado,Açude Bananeiras,Superficial,Isolado,Alexandria
ALMINO AFONSO,2400604,RN,UMARIZAL,OESTE POTIGUAR,RIO GRANDE DO NORTE,Almino Afonso,12164,Barragem Armando Ribeiro Gonçalves,Superficial,Integrado,Médio Oeste
ALTO DO RODRIGUES,2400703,RN,VALE DO AÇU,OESTE POTIGUAR,RIO GRANDE DO NORTE,Alto do Rodrigues,Não_monitorado,Rio Açu,Superficial,Isolado,Alto do Rodrigues
ANGICOS,2400802,RN,ANGICOS,CENTRAL POTIGUAR,RIO GRANDE DO NORTE,Angicos,Não_monitorado,Canal de Pataxó,Superficial,Integrado,Sertão Central Cabugi
ANTÔNIO MARTINS,2400901,RN,UMARIZAL,OESTE POTIGUAR,RIO GRANDE DO NORTE,Antônio Martins,Não_monitorado,Açude dos Porcos,Superficial,Isolado,Antônio Martins
APODI,2401008,RN,CHAPADA DO APODI,OESTE POTIGUAR,RIO GRANDE DO NORTE,Apodi,Não_monitorado,03  Poços Tubulares Apodi,Subterrâneo,Isolado,Apodi
AREIA BRANCA,2401107,RN,MOSSORÓ,OESTE POTIGUAR,RIO GRANDE DO NORTE,Areia Branca,Não_monitorado,01  Poço Tubular Areia Branca,Subterrâneo,Isolado,Areia Branca
AUGUSTO SEVERO,2401305,RN,MÉDIO OESTE,OESTE POTIGUAR,RIO GRANDE DO NORTE,Augusto Severo,12164,Barragem Armando Ribeiro Gonçalves,Superficial,Integrado,Médio Oeste
BARAÚNA,2401453,RN,MOSSORÓ,OESTE POTIGUAR,RIO GRANDE DO NORTE,Baraúna,Não_monitorado,2 poços Baraúna,Subterrâneo,Isolado,Baraúnas
BARCELONA,2401503,RN,BORBOREMA POTIGUAR,AGRESTE POTIGUAR,RIO GRANDE DO NORTE,Barcelona,Não_monitorado,Lagoa do Bonfim Subterrâneo,Subterrâneo,Integrado,Monsenhor Expedito
